&GShkar          ->&w2   &G-&w  17   &G   Rvnum: 10300   Sea-elf Conjurer
&GNightmare      ->&w5   &G-&w  17   &G   Rvnum: 10300   Ghoul Mage
&GNightmare      ->&w6   &G-&w  17   &G   Rvnum: 21010   Ghoul Mage
&GKoray          ->&w26  &G-&w  40   &G   Rvnum: 3827    Ghoul Druid
&GNightmare      ->&w7   &G-&w  18   &G   Rvnum: 1007    Ghoul Mage
&GNightmare      ->&w8   &G-&w  18   &G   Rvnum: 21103   Ghoul Mage
&GNightmare      ->&w9   &G-&w  18   &G   Rvnum: 8101    Ghoul Mage
&GNightmare      ->&w10  &G-&w  19   &G   Rvnum: 21053   Ghoul Mage
&GNightmare      ->&w11  &G-&w  19   &G   Rvnum: 21106   Ghoul Mage
&GNightmare      ->&w12  &G-&w  19   &G   Rvnum: 201     Ghoul Mage
&GKoray          ->&w27  &G-&w  43   &G   Rvnum: 7417    Ghoul Druid
&GNightmare      ->&w13  &G-&w  20   &G   Rvnum: 305     Ghoul Mage
&GNightmare      ->&w14  &G-&w  20   &G   Rvnum: 21025   Ghoul Mage
&GNightmare      ->&w15  &G-&w  21   &G   Rvnum: 21018   Ghoul Mage
&GNightmare      ->&w16  &G-&w  21   &G   Rvnum: 282     Ghoul Mage
&GNightmare      ->&w17  &G-&w  22   &G   Rvnum: 8108    Ghoul Mage
&GNightmare      ->&w18  &G-&w  22   &G   Rvnum: 21025   Ghoul Mage
&GKoray          ->&w28  &G-&w  44   &G   Rvnum: 8004    Ghoul Druid
&GNightmare      ->&w19  &G-&w  23   &G   Rvnum: 8023    Ghoul Mage
&GNightmare      ->&w20  &G-&w  23   &G   Rvnum: 21037   Ghoul Mage
&GKoray          ->&w29  &G-&w  45   &G   Rvnum: 2480    Ghoul Druid
&GNightmare      ->&w21  &G-&w  23   &G   Rvnum: 8035    Ghoul Mage
&GKoray          ->&w30  &G-&w  45   &G   Rvnum: 855     Ghoul Druid
&GNightmare      ->&w22  &G-&w  23   &G   Rvnum: 8034    Ghoul Mage
&GNightmare      ->&w23  &G-&w  23   &G   Rvnum: 8033    Ghoul Mage
&GEddy           ->&w37  &G-&w  27   &G   Rvnum: 6099    Dwarf Warrior
&GKoray          ->&w31  &G-&w  46   &G   Rvnum: 4785    Ghoul Druid
&GEddy           ->&w38  &G-&w  27   &G   Rvnum: 918     Dwarf Warrior
&GEddy           ->&w39  &G-&w  27   &G   Rvnum: 894     Dwarf Warrior
&GNightmare      ->&w24  &G-&w  24   &G   Rvnum: 3831    Ghoul Mage
&GNightmare      ->&w25  &G-&w  24   &G   Rvnum: 3834    Ghoul Mage
&GNightmare      ->&w26  &G-&w  24   &G   Rvnum: 8024    Ghoul Mage
&GKoray          ->&w32  &G-&w  47   &G   Rvnum: 11025   Ghoul Druid
&GKoray          ->&w33  &G-&w  47   &G   Rvnum: 930     Ghoul Druid
&GKoray          ->&w34  &G-&w  48   &G   Rvnum: 2895    Ghoul Druid
&GVincent        ->&w36  &G-&w  22   &G   Rvnum: 879     Ahpock Warrior
&GVincent        ->&w37  &G-&w  22   &G   Rvnum: 14219   Ahpock Warrior
&GKoray          ->&w35  &G-&w  48   &G   Rvnum: 15022   Ghoul Druid
&GKoray          ->&w36  &G-&w  49   &G   Rvnum: 2789    Ghoul Druid
&GKoray          ->&w37  &G-&w  50   &G   Rvnum: 890     Ghoul Druid
&GKoray          ->&w38  &G-&w  51   &G   Rvnum: 11019   Ghoul Druid
&GKoray          ->&w39  &G-&w  51   &G   Rvnum: 2500    Ghoul Druid
&GKoray          ->&w40  &G-&w  52   &G   Rvnum: 14215   Ghoul Druid
&GVincent        ->&w38  &G-&w  22   &G   Rvnum: 907     Ahpock Warrior
&GVincent        ->&w39  &G-&w  22   &G   Rvnum: 21127   Ahpock Warrior
&GVincent        ->&w40  &G-&w  23   &G   Rvnum: 21129   Ahpock Warrior
&GKoray          ->&w41  &G-&w  53   &G   Rvnum: 8009    Ghoul Druid
&GKoray          ->&w42  &G-&w  54   &G   Rvnum: 11072   Ghoul Druid
&GKoray          ->&w43  &G-&w  55   &G   Rvnum: 21129   Ghoul Druid
&GNightmare      ->&w27  &G-&w  25   &G   Rvnum: 109     Ghoul Mage
&GBayne          ->&w2   &G-&w  17   &G   Rvnum: 10300   Minotaur Warrior
&GBayne          ->&w3   &G-&w  17   &G   Rvnum: 10378   Minotaur Warrior
&GNightmare      ->&w28  &G-&w  25   &G   Rvnum: 8020    Ghoul Mage
&GNightmare      ->&w29  &G-&w  25   &G   Rvnum: 928     Ghoul Mage
&GNightmare      ->&w30  &G-&w  25   &G   Rvnum: 860     Ghoul Mage
&GTrek           ->&w2   &G-&w  17   &G   Rvnum: 10300   Ghoul Diabolist
&GTrek           ->&w3   &G-&w  17   &G   Rvnum: 10361   Ghoul Diabolist
&GTrek           ->&w4   &G-&w  17   &G   Rvnum: 10361   Ghoul Diabolist
&GTrek           ->&w5   &G-&w  17   &G   Rvnum: 1244    Ghoul Diabolist
&GTrek           ->&w6   &G-&w  17   &G   Rvnum: 1260    Ghoul Diabolist
&GTrek           ->&w7   &G-&w  17   &G   Rvnum: 21058   Ghoul Diabolist
&GTrek           ->&w8   &G-&w  17   &G   Rvnum: 21121   Ghoul Diabolist
&GTrek           ->&w9   &G-&w  17   &G   Rvnum: 21121   Ghoul Diabolist
&GTrek           ->&w10  &G-&w  17   &G   Rvnum: 21121   Ghoul Diabolist
&GTrek           ->&w11  &G-&w  17   &G   Rvnum: 21121   Ghoul Diabolist
&GTrek           ->&w12  &G-&w  17   &G   Rvnum: 21121   Ghoul Diabolist
&GTrek           ->&w13  &G-&w  18   &G   Rvnum: 21121   Ghoul Diabolist
&GTrek           ->&w14  &G-&w  18   &G   Rvnum: 21121   Ghoul Diabolist
&GTrek           ->&w15  &G-&w  18   &G   Rvnum: 21121   Ghoul Diabolist
&GTrek           ->&w16  &G-&w  18   &G   Rvnum: 21121   Ghoul Diabolist
&GTrek           ->&w17  &G-&w  18   &G   Rvnum: 9877    Ghoul Diabolist
&GLucius         ->&w2   &G-&w  17   &G   Rvnum: 10300   Ghoul Shaman
&GLucius         ->&w3   &G-&w  17   &G   Rvnum: 10361   Ghoul Shaman
&GLucius         ->&w4   &G-&w  17   &G   Rvnum: 10361   Ghoul Shaman
&GLucius         ->&w5   &G-&w  17   &G   Rvnum: 10432   Ghoul Shaman
&GCeal           ->&w2   &G-&w  17   &G   Rvnum: 10300   Lizardman Thief
&GNightmare      ->&w31  &G-&w  26   &G   Rvnum: 8013    Ghoul Mage
&GNightmare      ->&w32  &G-&w  26   &G   Rvnum: 854     Ghoul Mage
&GKoray          ->&w44  &G-&w  56   &G   Rvnum: 10032   Ghoul Druid
&GKoray          ->&w45  &G-&w  57   &G   Rvnum: 14214   Ghoul Druid
&GKoray          ->&w46  &G-&w  58   &G   Rvnum: 11050   Ghoul Druid
&GKoray          ->&w47  &G-&w  58   &G   Rvnum: 14262   Ghoul Druid
&GKoray          ->&w48  &G-&w  59   &G   Rvnum: 4996    Ghoul Druid
&GIngus          ->&w2   &G-&w  17   &G   Rvnum: 10300   Goblin Mage
&GIngus          ->&w3   &G-&w  17   &G   Rvnum: 10308   Goblin Mage
&GIngus          ->&w4   &G-&w  17   &G   Rvnum: 10385   Goblin Mage
&GIngus          ->&w5   &G-&w  17   &G   Rvnum: 10308   Goblin Mage
&GIngus          ->&w6   &G-&w  17   &G   Rvnum: 10386   Goblin Mage
&GIngus          ->&w7   &G-&w  17   &G   Rvnum: 102     Goblin Mage
&GIngus          ->&w8   &G-&w  17   &G   Rvnum: 21030   Goblin Mage
&GIngus          ->&w9   &G-&w  17   &G   Rvnum: 8106    Goblin Mage
&GIngus          ->&w10  &G-&w  17   &G   Rvnum: 21083   Goblin Mage
&GKoray          ->&w49  &G-&w  61   &G   Rvnum: 8322    Ghoul Druid
&GKoray          ->&w50  &G-&w  62   &G   Rvnum: 6170    Ghoul Druid
&GIngus          ->&w11  &G-&w  18   &G   Rvnum: 21061   Goblin Mage
&GIngus          ->&w12  &G-&w  18   &G   Rvnum: 21067   Goblin Mage
&GIngus          ->&w13  &G-&w  18   &G   Rvnum: 21037   Goblin Mage
&GIngus          ->&w14  &G-&w  18   &G   Rvnum: 202     Goblin Mage
&GCujo           ->&w2   &G-&w  17   &G   Rvnum: 10300   Gith Mage
&GCujo           ->&w3   &G-&w  17   &G   Rvnum: 10432   Gith Mage
&GCujo           ->&w4   &G-&w  17   &G   Rvnum: 10300   Gith Mage
&GCujo           ->&w5   &G-&w  17   &G   Rvnum: 10372   Gith Mage
&GCujo           ->&w6   &G-&w  17   &G   Rvnum: 21016   Gith Mage
&GCujo           ->&w7   &G-&w  17   &G   Rvnum: 21020   Gith Mage
&GRamza          ->&w2   &G-&w  17   &G   Rvnum: 10300   Human Monk
&GManos          ->&w2   &G-&w  17   &G   Rvnum: 10300   Shuri Ranger
&GMannos         ->&w2   &G-&w  17   &G   Rvnum: 10300   Human Thief
&GMannnos        ->&w2   &G-&w  17   &G   Rvnum: 10300   Human Thug
&GRofel          ->&w2   &G-&w  17   &G   Rvnum: 10300   Half-elf Warrior
&GRofel          ->&w3   &G-&w  17   &G   Rvnum: 10340   Half-elf Warrior
&GRamza          ->&w2   &G-&w  17   &G   Rvnum: 10300   Half-troll Shaman
&GRamza          ->&w3   &G-&w  17   &G   Rvnum: 10443   Half-troll Shaman
&GCujo           ->&w8   &G-&w  17   &G   Rvnum: 21042   Gith Mage
&GRamza          ->&w4   &G-&w  17   &G   Rvnum: 10385   Half-troll Shaman
&GRamza          ->&w5   &G-&w  17   &G   Rvnum: 10443   Half-troll Shaman
&GCujo           ->&w9   &G-&w  17   &G   Rvnum: 8170    Gith Mage
&GCujo           ->&w10  &G-&w  17   &G   Rvnum: 10847   Gith Mage
&GCujo           ->&w11  &G-&w  17   &G   Rvnum: 21019   Gith Mage
&GRamza          ->&w6   &G-&w  17   &G   Rvnum: 21007   Half-troll Shaman
&GSlade          ->&w2   &G-&w  17   &G   Rvnum: 10300   Half-elf Conjurer
&GSlade          ->&w3   &G-&w  17   &G   Rvnum: 21159   Half-elf Conjurer
&GSlade          ->&w4   &G-&w  17   &G   Rvnum: 10300   Half-elf Conjurer
&GSlade          ->&w5   &G-&w  17   &G   Rvnum: 10363   Half-elf Conjurer
&GSlade          ->&w6   &G-&w  17   &G   Rvnum: 21001   Half-elf Conjurer
&GNecropants     ->&w2   &G-&w  17   &G   Rvnum: 10300   Wolfen Mage
&GNecropants     ->&w3   &G-&w  17   &G   Rvnum: 10300   Wolfen Mage
&GNecropants     ->&w4   &G-&w  17   &G   Rvnum: 10338   Wolfen Mage
&GNecropants     ->&w5   &G-&w  17   &G   Rvnum: 10363   Wolfen Mage
&GNecropants     ->&w6   &G-&w  17   &G   Rvnum: 21007   Wolfen Mage
&GNecropants     ->&w7   &G-&w  17   &G   Rvnum: 306     Wolfen Mage
&GNecropants     ->&w8   &G-&w  17   &G   Rvnum: 1053    Wolfen Mage
&GNecropants     ->&w9   &G-&w  17   &G   Rvnum: 303     Wolfen Mage
&GNecropants     ->&w10  &G-&w  17   &G   Rvnum: 1006    Wolfen Mage
&GNecropants     ->&w11  &G-&w  18   &G   Rvnum: 21101   Wolfen Mage
&GNecropants     ->&w12  &G-&w  18   &G   Rvnum: 234     Wolfen Mage
&GNecropants     ->&w13  &G-&w  18   &G   Rvnum: 21051   Wolfen Mage
&GNecropants     ->&w14  &G-&w  18   &G   Rvnum: 21020   Wolfen Mage
&GNecropants     ->&w15  &G-&w  18   &G   Rvnum: 283     Wolfen Mage
&GNecropants     ->&w16  &G-&w  18   &G   Rvnum: 21098   Wolfen Mage
&GSlade          ->&w7   &G-&w  18   &G   Rvnum: 21145   Half-elf Conjurer
&GNecropants     ->&w17  &G-&w  19   &G   Rvnum: 21107   Wolfen Mage
&GNecropants     ->&w18  &G-&w  19   &G   Rvnum: 21037   Wolfen Mage
&GNecropants     ->&w19  &G-&w  19   &G   Rvnum: 230     Wolfen Mage
&GNecropants     ->&w20  &G-&w  19   &G   Rvnum: 1503    Wolfen Mage
&GSlade          ->&w8   &G-&w  18   &G   Rvnum: 1030    Half-elf Conjurer
&GSlade          ->&w9   &G-&w  19   &G   Rvnum: 1088    Half-elf Conjurer
&GSlade          ->&w10  &G-&w  19   &G   Rvnum: 1093    Half-elf Conjurer
&GNecropants     ->&w21  &G-&w  20   &G   Rvnum: 234     Wolfen Mage
&GNecropants     ->&w22  &G-&w  20   &G   Rvnum: 21093   Wolfen Mage
&GBossy          ->&w11  &G-&w  18   &G   Rvnum: 21020   Ghoul Cleric
&GEve            ->&w12  &G-&w  20   &G   Rvnum: 21010   Elf Warrior
&GSlade          ->&w11  &G-&w  21   &G   Rvnum: 1011    Half-elf Conjurer
&GSlade          ->&w12  &G-&w  23   &G   Rvnum: 10843   Half-elf Conjurer
&GVincent        ->&w41  &G-&w  23   &G   Rvnum: 862     Ahpock Warrior
&GVincent        ->&w42  &G-&w  23   &G   Rvnum: 836     Ahpock Warrior
&GNecropants     ->&w23  &G-&w  21   &G   Rvnum: 21025   Wolfen Mage
&GNecropants     ->&w24  &G-&w  21   &G   Rvnum: 21036   Wolfen Mage
&GNecropants     ->&w25  &G-&w  21   &G   Rvnum: 21016   Wolfen Mage
&GNecropants     ->&w26  &G-&w  22   &G   Rvnum: 21025   Wolfen Mage
&GSlade          ->&w13  &G-&w  26   &G   Rvnum: 7523    Half-elf Conjurer
&GSlade          ->&w14  &G-&w  27   &G   Rvnum: 21011   Half-elf Conjurer
&GJuza           ->&w2   &G-&w  17   &G   Rvnum: 10300   Shuri Warrior
&GLeon           ->&w2   &G-&w  17   &G   Rvnum: 10300   Shuri Ranger
&GEve            ->&w13  &G-&w  21   &G   Rvnum: 16274   Elf Warrior
&GLeon           ->&w3   &G-&w  17   &G   Rvnum: 10300   Shuri Ranger
&GLeon           ->&w4   &G-&w  17   &G   Rvnum: 10300   Shuri Ranger
&GLeon           ->&w5   &G-&w  17   &G   Rvnum: 10376   Shuri Ranger
&GLeon           ->&w6   &G-&w  17   &G   Rvnum: 21159   Shuri Ranger
&GLeon           ->&w7   &G-&w  17   &G   Rvnum: 21126   Shuri Ranger
&GLeon           ->&w8   &G-&w  18   &G   Rvnum: 21007   Shuri Ranger
&GLeon           ->&w9   &G-&w  18   &G   Rvnum: 1098    Shuri Ranger
&GLeon           ->&w10  &G-&w  18   &G   Rvnum: 1084    Shuri Ranger
&GLeon           ->&w11  &G-&w  18   &G   Rvnum: 21085   Shuri Ranger
&GLeon           ->&w12  &G-&w  18   &G   Rvnum: 21040   Shuri Ranger
&GStruggle       ->&w2   &G-&w  17   &G   Rvnum: 10300   Ghoul Mage
&GVincent        ->&w43  &G-&w  24   &G   Rvnum: 14235   Ahpock Warrior
&GVincent        ->&w44  &G-&w  24   &G   Rvnum: 14232   Ahpock Warrior
&GLeon           ->&w13  &G-&w  19   &G   Rvnum: 21027   Shuri Ranger
&GLeon           ->&w14  &G-&w  19   &G   Rvnum: 21038   Shuri Ranger
&GLeon           ->&w15  &G-&w  20   &G   Rvnum: 21036   Shuri Ranger
&GNecropants     ->&w27  &G-&w  22   &G   Rvnum: 21025   Wolfen Mage
&GSami           ->&w2   &G-&w  17   &G   Rvnum: 10300   Elf Druid
&GEve            ->&w14  &G-&w  22   &G   Rvnum: 8160    Elf Warrior
&GNecropants     ->&w28  &G-&w  23   &G   Rvnum: 21025   Wolfen Mage
&GNecropants     ->&w29  &G-&w  23   &G   Rvnum: 8044    Wolfen Mage
&GEve            ->&w15  &G-&w  23   &G   Rvnum: 9869    Elf Warrior
&GIcan           ->&w2   &G-&w  17   &G   Rvnum: 10300   Ghoul Druid
&GLeon           ->&w16  &G-&w  22   &G   Rvnum: 21093   Shuri Ranger
&GLeon           ->&w17  &G-&w  22   &G   Rvnum: 21030   Shuri Ranger
&GNecropants     ->&w30  &G-&w  25   &G   Rvnum: 8015    Wolfen Mage
&GLeon           ->&w18  &G-&w  23   &G   Rvnum: 21087   Shuri Ranger
&GLeon           ->&w19  &G-&w  23   &G   Rvnum: 21038   Shuri Ranger
&GPreacher       ->&w42  &G-&w  91   &G   Rvnum: 14016   Ghoul Bishop
&GPreacher       ->&w43  &G-&w  92   &G   Rvnum: 14049   Ghoul Bishop
&GNecropants     ->&w31  &G-&w  25   &G   Rvnum: 8022    Wolfen Mage
&GPreacher       ->&w44  &G-&w  94   &G   Rvnum: 6166    Ghoul Bishop
&GLeon           ->&w20  &G-&w  25   &G   Rvnum: 7541    Shuri Ranger
&GLeon           ->&w21  &G-&w  25   &G   Rvnum: 16043   Shuri Ranger
&GGrim Reaper    ->&w2   &G-&w  17   &G   Rvnum: 10300   Human Mage
&GGrim Reaper    ->&w3   &G-&w  17   &G   Rvnum: 21007   Human Mage
&GGrim Reaper    ->&w4   &G-&w  17   &G   Rvnum: 10308   Human Mage
&GGrim Reaper    ->&w5   &G-&w  17   &G   Rvnum: 10365   Human Mage
&GGrim Reaper    ->&w6   &G-&w  17   &G   Rvnum: 10425   Human Mage
&GGrim Reaper    ->&w7   &G-&w  17   &G   Rvnum: 21018   Human Mage
&GGrim Reaper    ->&w8   &G-&w  17   &G   Rvnum: 21028   Human Mage
&GLeon           ->&w22  &G-&w  25   &G   Rvnum: 8042    Shuri Ranger
&GGrim Reaper    ->&w9   &G-&w  18   &G   Rvnum: 21108   Human Mage
&GGrim Reaper    ->&w10  &G-&w  18   &G   Rvnum: 21052   Human Mage
&GLeon           ->&w23  &G-&w  26   &G   Rvnum: 8044    Shuri Ranger
&GWho            ->&w39  &G-&w  38   &G   Rvnum: 6141    Ghoul Jester
&GLeon           ->&w24  &G-&w  26   &G   Rvnum: 21031   Shuri Ranger
&GLeon           ->&w25  &G-&w  29   &G   Rvnum: 21037   Shuri Ranger
&GVincent        ->&w45  &G-&w  24   &G   Rvnum: 14218   Ahpock Warrior
&GLeon           ->&w26  &G-&w  30   &G   Rvnum: 3822    Shuri Ranger
&GWho            ->&w40  &G-&w  40   &G   Rvnum: 12127   Ghoul Jester
&GSalvatore      ->&w2   &G-&w  17   &G   Rvnum: 10300   Human Mage
&GSalvatore      ->&w3   &G-&w  17   &G   Rvnum: 21007   Human Mage
&GSalvatore      ->&w4   &G-&w  17   &G   Rvnum: 10363   Human Mage
&GSalvatore      ->&w5   &G-&w  17   &G   Rvnum: 10335   Human Mage
&GSalvatore      ->&w6   &G-&w  17   &G   Rvnum: 10308   Human Mage
&GSalvatore      ->&w7   &G-&w  17   &G   Rvnum: 21159   Human Mage
&GSalvatore      ->&w8   &G-&w  17   &G   Rvnum: 21055   Human Mage
&GSalvatore      ->&w9   &G-&w  17   &G   Rvnum: 21093   Human Mage
&GSalvatore      ->&w10  &G-&w  18   &G   Rvnum: 21027   Human Mage
&GSalvatore      ->&w11  &G-&w  18   &G   Rvnum: 21020   Human Mage
&GSalvatore      ->&w12  &G-&w  18   &G   Rvnum: 21025   Human Mage
&GSalvatore      ->&w13  &G-&w  18   &G   Rvnum: 21087   Human Mage
&GSalvatore      ->&w14  &G-&w  19   &G   Rvnum: 21114   Human Mage
&GLeon           ->&w27  &G-&w  34   &G   Rvnum: 4106    Shuri Ranger
&GLeon           ->&w28  &G-&w  34   &G   Rvnum: 2163    Shuri Ranger
&GLeon           ->&w29  &G-&w  34   &G   Rvnum: 4160    Shuri Ranger
&GLeon           ->&w30  &G-&w  35   &G   Rvnum: 4137    Shuri Ranger
&GEve            ->&w16  &G-&w  23   &G   Rvnum: 8164    Elf Warrior
&GLeon           ->&w31  &G-&w  35   &G   Rvnum: 4134    Shuri Ranger
&GLeon           ->&w32  &G-&w  35   &G   Rvnum: 8362    Shuri Ranger
&GLeon           ->&w33  &G-&w  36   &G   Rvnum: 4106    Shuri Ranger
&GLeon           ->&w34  &G-&w  36   &G   Rvnum: 10501   Shuri Ranger
&GLeon           ->&w35  &G-&w  36   &G   Rvnum: 10524   Shuri Ranger
&GSalvatore      ->&w15  &G-&w  19   &G   Rvnum: 5140    Human Mage
&GLeon           ->&w36  &G-&w  37   &G   Rvnum: 4104    Shuri Ranger
&GSalvatore      ->&w16  &G-&w  19   &G   Rvnum: 3174    Human Mage
&GSalvatore      ->&w17  &G-&w  20   &G   Rvnum: 8187    Human Mage
&GSalvatore      ->&w18  &G-&w  20   &G   Rvnum: 21091   Human Mage
&GSalvatore      ->&w19  &G-&w  20   &G   Rvnum: 257     Human Mage
&GSalvatore      ->&w20  &G-&w  21   &G   Rvnum: 21025   Human Mage
&GEve            ->&w17  &G-&w  24   &G   Rvnum: 21053   Elf Warrior
&GSalvatore      ->&w21  &G-&w  21   &G   Rvnum: 448     Human Mage
&GSalvatore      ->&w22  &G-&w  22   &G   Rvnum: 21017   Human Mage
&GSalvatore      ->&w23  &G-&w  22   &G   Rvnum: 274     Human Mage
&GVincent        ->&w46  &G-&w  25   &G   Rvnum: 4608    Ahpock Warrior
&GGangrel        ->&w2   &G-&w  17   &G   Rvnum: 10300   Gith Mage
&GGangrel        ->&w3   &G-&w  17   &G   Rvnum: 21007   Gith Mage
&GGangrel        ->&w4   &G-&w  17   &G   Rvnum: 10308   Gith Mage
&GGangrel        ->&w5   &G-&w  17   &G   Rvnum: 10372   Gith Mage
&GGangrel        ->&w6   &G-&w  17   &G   Rvnum: 10406   Gith Mage
&GGangrel        ->&w7   &G-&w  17   &G   Rvnum: 10381   Gith Mage
&GGangrel        ->&w8   &G-&w  17   &G   Rvnum: 21001   Gith Mage
&GGangrel        ->&w9   &G-&w  17   &G   Rvnum: 21030   Gith Mage
&GGangrel        ->&w10  &G-&w  17   &G   Rvnum: 21117   Gith Mage
&GGangrel        ->&w11  &G-&w  17   &G   Rvnum: 21057   Gith Mage
&GGangrel        ->&w12  &G-&w  18   &G   Rvnum: 21034   Gith Mage
&GFenyr          ->&w2   &G-&w  17   &G   Rvnum: 10300   Human Monk
&GRipkin         ->&w2   &G-&w  17   &G   Rvnum: 10300   Human Monk
&GRipkin         ->&w3   &G-&w  17   &G   Rvnum: 10404   Human Monk
&GQin            ->&w2   &G-&w  17   &G   Rvnum: 10300   Gith Monk
&GAshe           ->&w2   &G-&w  17   &G   Rvnum: 10300   Wolfen Warrior
&GAshe           ->&w3   &G-&w  17   &G   Rvnum: 10341   Wolfen Warrior
&GAshe           ->&w4   &G-&w  17   &G   Rvnum: 10361   Wolfen Warrior
&GAshe           ->&w5   &G-&w  17   &G   Rvnum: 10384   Wolfen Warrior
&GGangrel        ->&w13  &G-&w  18   &G   Rvnum: 21099   Gith Mage
&GAshe           ->&w6   &G-&w  17   &G   Rvnum: 10380   Wolfen Warrior
&GGangrel        ->&w14  &G-&w  18   &G   Rvnum: 5137    Gith Mage
&GGangrel        ->&w15  &G-&w  18   &G   Rvnum: 21033   Gith Mage
&GGangrel        ->&w16  &G-&w  19   &G   Rvnum: 21099   Gith Mage
&GWho            ->&w41  &G-&w  42   &G   Rvnum: 11034   Ghoul Jester
&GGangrel        ->&w17  &G-&w  19   &G   Rvnum: 21047   Gith Mage
&GWho            ->&w42  &G-&w  43   &G   Rvnum: 4160    Ghoul Jester
&GEve            ->&w18  &G-&w  24   &G   Rvnum: 8111    Elf Warrior
&GScapegoat      ->&w2   &G-&w  17   &G   Rvnum: 10300   Wolfen Shaman
&GScapegoat      ->&w3   &G-&w  17   &G   Rvnum: 10444   Wolfen Shaman
&GScapegoat      ->&w4   &G-&w  17   &G   Rvnum: 10443   Wolfen Shaman
&GScapegoat      ->&w5   &G-&w  17   &G   Rvnum: 10373   Wolfen Shaman
&GScapegoat      ->&w6   &G-&w  17   &G   Rvnum: 10396   Wolfen Shaman
&GScapegoat      ->&w7   &G-&w  17   &G   Rvnum: 309     Wolfen Shaman
&GScapegoat      ->&w8   &G-&w  17   &G   Rvnum: 1261    Wolfen Shaman
&GGangrel        ->&w18  &G-&w  19   &G   Rvnum: 21037   Gith Mage
&GScapegoat      ->&w9   &G-&w  17   &G   Rvnum: 1269    Wolfen Shaman
&GScapegoat      ->&w10  &G-&w  17   &G   Rvnum: 1254    Wolfen Shaman
&GGangrel        ->&w19  &G-&w  20   &G   Rvnum: 21110   Gith Mage
&GScapegoat      ->&w11  &G-&w  18   &G   Rvnum: 1271    Wolfen Shaman
&GWho            ->&w43  &G-&w  44   &G   Rvnum: 21020   Ghoul Jester
&GWyatt          ->&w2   &G-&w  17   &G   Rvnum: 10300   Half-elf Ranger
&GWyatt          ->&w3   &G-&w  17   &G   Rvnum: 10390   Half-elf Ranger
&GWyatt          ->&w4   &G-&w  17   &G   Rvnum: 10387   Half-elf Ranger
&GWyatt          ->&w5   &G-&w  17   &G   Rvnum: 10363   Half-elf Ranger
&GWyatt          ->&w6   &G-&w  17   &G   Rvnum: 10380   Half-elf Ranger
&GZen            ->&w2   &G-&w  17   &G   Rvnum: 10300   Drow Monk
&GZen            ->&w3   &G-&w  17   &G   Rvnum: 10405   Drow Monk
&GZen            ->&w4   &G-&w  17   &G   Rvnum: 10361   Drow Monk
&GZen            ->&w5   &G-&w  17   &G   Rvnum: 10367   Drow Monk
&GZen            ->&w6   &G-&w  17   &G   Rvnum: 10414   Drow Monk
&GZen            ->&w7   &G-&w  17   &G   Rvnum: 10396   Drow Monk
&GZen            ->&w8   &G-&w  17   &G   Rvnum: 1274    Drow Monk
&GZen            ->&w9   &G-&w  17   &G   Rvnum: 1248    Drow Monk
&GZen            ->&w10  &G-&w  17   &G   Rvnum: 1246    Drow Monk
&GWho            ->&w44  &G-&w  45   &G   Rvnum: 14227   Ghoul Jester
&GWho            ->&w45  &G-&w  46   &G   Rvnum: 8409    Ghoul Jester
&GGangrel        ->&w20  &G-&w  20   &G   Rvnum: 455     Gith Mage
&GGangrel        ->&w21  &G-&w  20   &G   Rvnum: 279     Gith Mage
&GGangrel        ->&w22  &G-&w  21   &G   Rvnum: 411     Gith Mage
&GGangrel        ->&w23  &G-&w  21   &G   Rvnum: 414     Gith Mage
&GGangrel        ->&w24  &G-&w  21   &G   Rvnum: 707     Gith Mage
&GWho            ->&w46  &G-&w  48   &G   Rvnum: 14194   Ghoul Jester
&GEve            ->&w19  &G-&w  25   &G   Rvnum: 1611    Elf Warrior
&GGangrel        ->&w25  &G-&w  22   &G   Rvnum: 230     Gith Mage
&GGangrel        ->&w26  &G-&w  22   &G   Rvnum: 3838    Gith Mage
&GTswei          ->&w2   &G-&w  17   &G   Rvnum: 10300   Shuri Jester
&GGangrel        ->&w27  &G-&w  23   &G   Rvnum: 3808    Gith Mage
&GEve            ->&w20  &G-&w  25   &G   Rvnum: 338     Elf Warrior
&GWho            ->&w47  &G-&w  50   &G   Rvnum: 7206    Ghoul Jester
&GGangrel        ->&w28  &G-&w  24   &G   Rvnum: 449     Gith Mage
&GWho            ->&w48  &G-&w  51   &G   Rvnum: 21033   Ghoul Jester
&GEve            ->&w21  &G-&w  26   &G   Rvnum: 1614    Elf Warrior
&GWho            ->&w49  &G-&w  52   &G   Rvnum: 4254    Ghoul Jester
&GGangrel        ->&w29  &G-&w  25   &G   Rvnum: 8023    Gith Mage
&GWho            ->&w50  &G-&w  53   &G   Rvnum: 1622    Ghoul Jester
&GEve            ->&w22  &G-&w  26   &G   Rvnum: 8138    Elf Warrior
&GBrash          ->&w2   &G-&w  17   &G   Rvnum: 10300   Ghoul Mage
&GBrash          ->&w3   &G-&w  17   &G   Rvnum: 10361   Ghoul Mage
&GBrash          ->&w4   &G-&w  17   &G   Rvnum: 10361   Ghoul Mage
&GBrash          ->&w5   &G-&w  17   &G   Rvnum: 21049   Ghoul Mage
&GBrash          ->&w6   &G-&w  17   &G   Rvnum: 10969   Ghoul Mage
&GBrash          ->&w7   &G-&w  17   &G   Rvnum: 1222    Ghoul Mage
